iter	Logloss
530	0.09989610416
531	0.09987800126
532	0.09986367827
533	0.09984264474
534	0.09982105398
535	0.09979924214
536	0.09978630121
537	0.09976450361
538	0.09974693128
539	0.09973061087
540	0.0997090183
541	0.09968945689
542	0.09966470058
543	0.09962081234
544	0.09958566653
545	0.09955801864
546	0.09953913005
547	0.09952175397
548	0.09949130834
549	0.09946379188
550	0.09939846114
551	0.09937262794
552	0.09933530687
553	0.09931651065
554	0.09928706503
555	0.09926314625
556	0.09923699608
557	0.09921530791
558	0.09919133128
559	0.09916724404
560	0.09914414824
561	0.0991236812
562	0.09910636257
563	0.0990887557
564	0.0990508045
565	0.09903501761
566	0.09900880205
567	0.09899094586
568	0.09896600388
569	0.09894666335
570	0.09891623319
571	0.09889871056
572	0.09887570295
573	0.09885785315
574	0.09883883572
575	0.09880197916
576	0.09878092273
577	0.09872482266
578	0.09870310326
579	0.09868261883
580	0.09865623675
581	0.09863827658
582	0.09860761228
583	0.0985914184
584	0.09854210443
585	0.09852438809
586	0.09849509249
587	0.09846986551
588	0.09844460739
589	0.09842940908
590	0.09839726481
591	0.09837378999
592	0.0983426495
593	0.0983327356
594	0.09830992
595	0.09828401842
596	0.09826226363
597	0.09824098766
598	0.09822721923
599	0.09819695136
600	0.09817942525
601	0.09814623584
602	0.09812680287
603	0.09810811514
604	0.09808718985
605	0.098061158
606	0.09787502936
607	0.09779790639
608	0.09776359799
609	0.09774881375
610	0.09772623717
611	0.09770319173
612	0.09768457521
613	0.09766018406
614	0.09762951672
615	0.09760846544
616	0.09758068098
617	0.09755330569
618	0.0975274374
619	0.09750966383
620	0.09748416314
621	0.09746848785
622	0.09744566344
623	0.09741477959
624	0.09739834498
625	0.09737139527
626	0.09734774356
627	0.09732162636
628	0.09728686528
629	0.0972462128
630	0.09723571624
631	0.09720466686
632	0.09718508216
633	0.0971712511
634	0.0971541229
635	0.09712796351
636	0.09709433601
637	0.09706982275
638	0.09703728522
639	0.09701266639
640	0.09698202351
641	0.09696767233
642	0.0969453017
643	0.09692851982
644	0.09690223977
645	0.09686779632
646	0.09684698093
647	0.09683493571
648	0.09680874365
649	0.0967814504
650	0.09676088471
651	0.09674334244
652	0.09671872045
653	0.09669342534
654	0.09667676073
655	0.09666297368
656	0.09664261725
657	0.0966153646
658	0.09658993948
659	0.09656277119
660	0.09654655384
661	0.09653388633
662	0.09651735717
663	0.09648361044
664	0.09647446424
665	0.09644694695
666	0.09642366792
667	0.09640024242
668	0.09637554197
669	0.09635388656
670	0.09632316984
671	0.09630740607
672	0.09628875974
673	0.09627522483
674	0.09626266162
675	0.09624156841
676	0.09611159458
677	0.09609254914
678	0.0960504325
679	0.09603247957
680	0.09601251187
681	0.09597739004
682	0.09594303167
683	0.09575936372
684	0.095744692
685	0.09572717762
686	0.09570165946
687	0.09568253175
688	0.09565689913
689	0.09563985366
690	0.09562874391
691	0.09560722766
692	0.09558513186
693	0.09556328493
694	0.09553038271
695	0.09550025991
696	0.09547276706
697	0.09545059397
698	0.09543246845
699	0.09541712357
700	0.09539184672
701	0.09536706033
702	0.09534551498
703	0.09532761335
704	0.09531287256
705	0.09529320966
706	0.09526908382
707	0.09524162687
708	0.09516903701
709	0.09514757222
710	0.09511180855
711	0.09508883735
712	0.09506989809
713	0.09505139713
714	0.09502834279
715	0.09500424838
716	0.09498189
717	0.09495615379
718	0.09493334476
719	0.0949146771
720	0.09489185018
721	0.09486857761
722	0.09485572434
723	0.09483204087
724	0.09481189033
725	0.09479534705
726	0.09477336552
727	0.09474116753
728	0.09472604667
729	0.09469695933
730	0.09467521484
731	0.09465837423
732	0.09464379948
733	0.09462165353
734	0.09460170694
735	0.09458346318
736	0.09454488608
737	0.0945038531
738	0.09449283768
739	0.09445694184
740	0.09442951098
741	0.09440534146
742	0.09438924406
743	0.09436789516
744	0.09434254297
745	0.09431829602
746	0.09429900365
747	0.09427283592
748	0.09425790921
749	0.09422839377
750	0.09421659495
751	0.09420185374
752	0.09418194462
753	0.09415494607
754	0.09413869035
755	0.09412197483
756	0.09410458373
757	0.09408351057
758	0.09406581109
759	0.09404843051
760	0.09403808285
761	0.09401899277
762	0.09400294477
763	0.09398019124
764	0.09396461291
765	0.09394020972
766	0.09391824726
767	0.09388597272
768	0.09386867986
769	0.09385108176
770	0.09383286454
771	0.09380205291
772	0.09378014192
773	0.09375677532
774	0.09374161357
775	0.09372614388
776	0.09369254386
777	0.09366757088
778	0.09363779852
779	0.09360605566
780	0.09357843498
781	0.09355263648
782	0.09353630646
783	0.09351775358
784	0.0934980835
785	0.09346672283
786	0.09344048256
787	0.0934263496
788	0.09335018234
789	0.09331157584
790	0.09329102598
791	0.09327067537
792	0.09324989761
793	0.09323327341
794	0.09321359528
795	0.0931779505
796	0.09315944888
797	0.09313911091
798	0.09312677558
799	0.09311636812
800	0.09310273452
801	0.09308996012
802	0.09306583508
803	0.09304528696
804	0.09302925863
805	0.092998655
806	0.09297869566
807	0.09296515854
808	0.09295030294
809	0.09293902504
810	0.09292129272
811	0.09290291431
812	0.09287618844
813	0.09283950498
814	0.09282891334
815	0.09280888345
816	0.09279219357
817	0.09277755932
818	0.09276402386
819	0.09274085873
820	0.09272734659
821	0.09270474076
822	0.09268665961
823	0.09266892955
824	0.09264208793
825	0.0926308785
826	0.09261202086
827	0.09259005849
828	0.09256535303
829	0.09253600808
830	0.09250907535
831	0.09249913759
832	0.09248531342
833	0.09246642837
834	0.09245223701
835	0.09242893122
836	0.09241868615
837	0.09239049142
838	0.0923711119
839	0.09235218074
840	0.09232652178
841	0.09229887626
842	0.09228113163
843	0.09226706279
844	0.09224827575
845	0.09222466366
846	0.09220315676
847	0.09219120356
848	0.09217620952
849	0.09216228882
850	0.09214920832
851	0.09213231307
852	0.09211897366
853	0.09209299274
854	0.09206787626
855	0.09204536364
856	0.09202061411
857	0.09200500742
858	0.09198600245
859	0.09196750172
860	0.09195019912
861	0.09193739214
862	0.09191682037
863	0.09190033315
864	0.09184252303
865	0.09182659065
866	0.09181515673
867	0.09179514112
868	0.09177535183
869	0.09174474082
870	0.09172073684
871	0.09170663728
872	0.09169677394
873	0.09167496137
874	0.09162955787
875	0.09160545932
876	0.09158085909
877	0.09154628581
878	0.09152124522
879	0.09148375023
880	0.09146908695
881	0.09144189889
882	0.09141001097
883	0.09140123214
884	0.09137963581
885	0.09135767261
886	0.09132913057
887	0.0913090477
888	0.09128523241
889	0.09125047185
890	0.09122542495
891	0.09120372615
892	0.09119196894
893	0.09117954225
894	0.09115562136
895	0.09114098773
896	0.09111998289
897	0.09110757508
898	0.09108412844
899	0.0910634556
900	0.09104687629
901	0.09101372756
902	0.09099278357
903	0.09097637426
904	0.09095698022
905	0.09093892729
906	0.0909265614
907	0.09089202875
908	0.09085854774
909	0.09082768599
910	0.09080622879
911	0.09079100254
912	0.09077296027
913	0.09076307761
914	0.09074718055
915	0.09072429725
916	0.09070750579
917	0.09069141288
918	0.09067379145
919	0.09064874965
920	0.0906308347
921	0.09061411717
922	0.09059746293
923	0.09058264866
924	0.09056253424
925	0.09054776784
926	0.09053276247
927	0.09051669455
928	0.09050343009
929	0.09048278852
930	0.09040192821
931	0.09037934917
932	0.09035962304
933	0.09033967033
934	0.09031872397
935	0.09029439678
936	0.0902791369
937	0.09026430855
938	0.09025308507
939	0.09023366915
940	0.09021065184
941	0.09018197053
942	0.09015985232
943	0.09013875168
944	0.09011579295
945	0.09008865939
946	0.09005941403
947	0.09004181537
948	0.09002066385
949	0.09000630059
950	0.08999171009
951	0.08997647433
952	0.08996013857
953	0.08995239645
954	0.08992446286
955	0.08990260866
956	0.0898806844
957	0.08986082173
958	0.08984415957
959	0.08982433311
960	0.08979301739
961	0.08976563062
962	0.08975190037
963	0.08972288968
964	0.08969789205
965	0.08968768111
966	0.08966698625
967	0.08964905886
968	0.0896250345
969	0.08959374165
970	0.08956757157
971	0.08955372294
972	0.08953457952
973	0.08952299647
974	0.08950695726
975	0.08949548023
976	0.08946972043
977	0.08944816684
978	0.08942520986
979	0.08940237102
980	0.08938400994
981	0.08936041417
982	0.08934610841
983	0.08931572947
984	0.08929226786
985	0.08927499757
986	0.08924568947
987	0.08923564238
988	0.08922149854
989	0.08920578619
990	0.08918841766
991	0.08917132641
992	0.08915560609
993	0.08913513679
994	0.08911450918
995	0.08908544583
996	0.08906040947
997	0.08903771892
998	0.08902959344
999	0.08901343216
